institution,school_type,state,testing_info_link,rtc_model,last_updated,testing,testing_type,test_initial,test_recurring,test_freq,test_vendor,test_pool,endowment,enrollment,endowment_per_fte_enrollment
Iowa State University,Public,IA,https://web.iastate.edu/safety/updates/covid19/planning/health,Proposing a hybrid model,7/29/2020,TRUE,Asymptomatic,TRUE,FALSE,0,Thielen Student Health Center,,1017089489,34992,30403
Ithaca College,Private,NY,https://www.ithaca.edu/coronavirus-updates/public-health-updates-faq,Planning for in-person,7/29/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,316025346,6517,46735
Ivy Tech Community College,Public,IN,https://www.wishtv.com/news/inside-indiana-business/colleges-prepare-to-reopen-in-the-fall/,Planning for in-person,7/29/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,32742867,72006,592
Jacksonville State University,Public,AL,http://www.jsu.edu/coronavirus/0512-campus-reopening.html,Planning for in-person,7/29/2020,TRUE,Unknown,TRUE,TRUE,,University of Alabama at Birmingham,,13359013,8479,1824
Jacksonville University,Private,FL,https://www.ju.edu/readytoreturn/subject-health-wellness.php,Planning for in-person,7/29/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,44737287,4213,11911
James Madison University,Public,VA,https://www.jmu.edu/news/covid19/index.shtml,Planning for in-person,,,,,,,,,103924454,21751,4887
Jarvis Christian College,Private,TX,https://www.jarvis.edu/jarvis-christian-college-online-fall-2020-semester,Planning for online,,,,,,,,,10593174,964,11210
John Brown University,Private,AR,https://www.jbu.edu/health-services/coronavirus//,Proposing a hybrid model,,,,,,,,,120036525,2516,56302
John Carroll University,Private,OH,https://jcu.edu/news-center/john-carrolls-fall-academic-plan,Proposing a hybrid model,,,,,,,,,225754829,3555,68744
Johns Hopkins University,Private,MD,https://hub.jhu.edu/novel-coronavirus-information/jhu-2020-planning/,Proposing a hybrid model,7/28/2020,TRUE,Symptomatic,Unknown,Unknown,,unlisted,Unknown,4190520000,26152,169492
Johnson and Wales University,Private,RI,https://wildcatwelcome.jwu.edu/providence-staff-faqs/index.html#15,Proposing a hybrid model,7/28/2020,TRUE,Symptomatic,FALSE,FALSE,0,JWU Health Services,,#N/A,#N/A,#N/A
Johnson University — Florida,Private,FL,https://johnsonu.edu/Coronavirus/,Planning for in-person,7/28/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Johnson University — Tennessee,Private,TN,https://johnsonu.edu/Coronavirus/,Planning for in-person,7/28/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Judson University,Private,IL,https://www.judsonu.edu/coronavirus/faqs/,Planning for in-person,7/28/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,8395484,1256,6468
Juilliard School,Private,NY,https://www.juilliard.edu/campus-life/2020-21-academic-year-plan,Proposing a hybrid model,7/27/2020,Unknown,Unknown,TRUE,FALSE,0,unlisted,FALSE,#N/A,#N/A,#N/A
Juniata College,Private,PA,https://www.juniata.edu/coronavirus/,Proposing a hybrid model,7/27/2020,TRUE,Unknown,TRUE,FALSE,0,"Contamination Source Identification, LLC",Unknown,122307061,1433,85231
Kalamazoo College,Private,MI,https://healthcenter.kzoo.edu/coronavirus-disease-2019-covid-19-campus-updates/,Proposing a hybrid model,7/27/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,240993994,1467,165746
Kansas City Art Institute,Private,MO,https://kcai.edu/about/news-publications/,Planning for in-person,7/28/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,68719639,672,104279
Kansas State University,Public,KS,https://www.k-state.edu/media/newsreleases/2020-04/university-offers-coronavirus-testing.html,Planning for in-person,7/28/2020,TRUE,Unknown,FALSE,Unknown,,,,539082114,22221,27035
Kean University,Public,NJ,https://www.kean.edu/coronavirus-information,Planning for in-person,7/28/2020,TRUE,Unknown,Unknown,Unknown,,Union County,,27003414,14056,2221
Keene State College,Public,NH,https://www.keene.edu/featured/fall2020/,Planning for in-person,7/28/2020,TRUE,Unknown,TRUE,TRUE,,Quest and Cheshire Medical Center,,37156022,3543,9510
Kent State University,Public,OH,https://www.kent.edu/coronavirus/news/friday-may-22-2020,Proposing a hybrid model,7/28/2020,TRUE,Symptomatic,FALSE,FALSE,,,,#N/A,#N/A,#N/A
Kenyon College,Private,OH,https://www.kenyon.edu/return/dates/,Proposing a hybrid model,7/28/2020,TRUE,Unknown,TRUE,TRUE,,,Unknown,413864403,1730,221200
Keuka College,Private,NY,https://www.keuka.edu/coronavirus,Planning for in-person,8/4/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,14414475,1926,8190
King's College,Private,PA,https://m.citizensvoice.com/news/wilkes-king-s-set-plans-for-in-person-classes-1.2635688,Planning for in-person,,,,,,,,,84545282,2569,33899
Knox College,Private,IL,https://www.knox.edu/news/president-announces-plans-to-welcome-students-back-for-fall-term,Planning for in-person,,,,,,,,,160083659,1333,119733
Kutztown University,Public,PA,https://www.kutztown.edu/fall2020,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
La Roche University,Private,PA,https://www.laroche.edu/Student_Life/Counseling_and_Health_Services/Coronavirus_Updates/,Planning for in-person,,,,,,,,,5904372,1443,4208
La Salle University,Private,PA,https://wa3.lasalle.edu/channels/docs/get.php?id=1974,Planning for in-person,8/2/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,85073509,5191,16481
Lafayette College,Private,PA,https://fall2020.lafayette.edu/2020/06/15/president-byerlys-memo/,Proposing a hybrid model,,,,,,,,,870742000,2642,330578
LaGrange College,Private,GA,https://www.lagrange.edu/News/2020/05/College%20plans%20fall%20return.html#.XrRmoGhKjI,Planning for in-person,,,,,,,,,56374021,1029,52884
Laguna College of Art and Design,Private,CA,https://my.lcad.edu/wp-content/uploads/2020/03/fall-semester-update-5_4_2020.pdf,Planning for in-person,,,,,,,,,2690309,758,4230
Lake Forest College,Private,IL,https://www.lakeforest.edu/live/files/5169-lake-forest-college-plan-for-fall-2020-semester-in,Proposing a hybrid model,,,,,,,,,90640225,1512,57042
Lake Superior State University,Public,MI,https://www.freep.com/story/news/education/2020/05/07/lake-superior-state-classes-early-fall-covid/3090060001/,Planning for in-person,,,,,,,,,27871145,1991,15390
Lake-Sumter State College,Public,FL,https://www.lssc.edu/2020/06/fall-2020-course-schedule-updated-for-return-to-campus-many-classes-offered-online/?fbclid=IwAR0X5CCcr7Wiuvx2t7OQWN5to_vQJ6HqFMwxEt_Z4r3DJWR_NMVPiIJN1kI,Proposing a hybrid model,,,,,,,,,6595424,4812,2109
Lakeland University,Private,WI,http://www.lakeland.edu/fall2020,Planning for in-person,,,,,,,,,17197269,2497,9094
Lander University,Public,SC,https://www.lander.edu/node/19234,Planning for in-person,,,,,,,,,16712053,3044,6115
Laney College,Public,CA,https://laney.edu/blog/updates-on-covid-19/,Planning for online,,,,,,,,,,10404,
Lansing Community College,Public,MI,https://www.mlive.com/news/ann-arbor/2020/05/michigan-community-colleges-look-ahead-to-fall-enrollment-consider-hybrid-course-strategies.html,Proposing a hybrid model,,,,,,,,,12378662,11771,1414
Lawrence Technological University,Private,MI,https://www.ltu.edu/news/?_from=/news/index.asp&amp;_opt=detail&amp;_cid=f073ac3b-a1c4-4ee1-9777-7fd3299d40f1,Planning for in-person,,,,,,,,,50359860,2915,21991
Lawrence University,Private,WI,https://blogs.lawrence.edu/fall-2020/,Planning for in-person,,,,,,,,,339831165,1463,227464
LDS Business College,Private,UT,https://docs.google.com/document/d/10Pmu3C2qdzCZBp7RxmNmFrFb7Y6AidIPfDhMxxRNLFM/edit,Proposing a hybrid model,,,,,,,,,12414000,1996,6251
Lee University,Private,TN,https://www.juniata.edu/coronavirus/coronavirus-statement-2020-fall-semester.php,Planning for in-person,,,,,,,,,21924907,5386,4908
Lees-McRae College,Private,NC,https://www.lmc.edu/campus-life/security/coronavirus-prospective-students-and-families.htm,Planning for in-person,,,,,,,,,24682612,966,26147
Lehigh University,Private,PA,https://www2.lehigh.edu/news/61020-the-opening-of-lehigh-fall-semester-2020,Planning for in-person,8/2/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,1353116000,6849,203905
LeTourneau University,Private,TX,https://www.letu.edu/wbi.html,Planning for in-person,,,,,,,,,21706520,3175,9894
Lewis and Clark College,Private,OR,https://www.lclark.edu/offices/health_service/covid-resources/,Planning for in-person,8/2/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Lewis College,Private,IL,https://lincolncollege.edu/lincoln-college-is-making-plans-to-resume-in-person-classes-for-fall-2020/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Lewis University,Private,IL,https://www.lewisu.edu/returntocampus/,Planning for in-person,,,,,,,,,74417368,6440,12862
Lewis-Clark State College,Public,ID,https://www.lcsc.edu/communications/coronavirus,Planning for in-person,,,,,,,,,8200136,3684,2966
Liberty University,Private,VA,https://www.liberty.edu/index.cfm?PID=18495&amp;mid=379980,Planning for in-person,,,,,,,,,1432964225,79152,22440
Life Pacific University,Private,CA,https://www.lifepacific.edu/article/life-pacific-university-commits-open-university-safely-fall,Planning for in-person,,,,,,,,,3568622,619,6721
Limestone College,Private,SC,https://www.limestone.edu/about/news/limestone-resume-campus-instruction-fall-2020-semester,Planning for in-person,,,,,,,,,20519810,2442,9181
Lincoln University (Pa.),Public,PA,https://www.lincoln.edu/departments/health-services/coronavirus,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Lindenwood University,Private,MO,https://www.lindenwood.edu/student-life/health-wellness/coronavirus/,Planning for in-person,,,,,,,,,171451662,9468,18549
Linfield College,Private,OR,https://www.linfield.edu/linfield-news/linfield-president-announces-fall-reopening/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Lipscomb,Private,TN,https://www.lipscomb.edu/news/lipscomb-university-announces-intentions-return-campus-classes-fall,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Lone Star College,Public,TX,https://www.lonestar.edu/student-resources,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Longwood University,Public,VA,http://www.longwood.edu/news/2020/longwood-announces-leadership-team/,Planning for in-person,,,,,,,,,72395802,4911,15609
Loras College,Private,IA,https://myweb.loras.edu/Loras/PDF/CoronavirusEmail5-13-2020.pdf,Planning for in-person,,,,,,,,,39654373,1489,26525
Los Angeles Community College District — all campuses,Public,CA,http://www.laccd.edu/About/News/Pages/FAQs.aspx,,,,,,,,,,#N/A,#N/A,#N/A
​Los Angeles Community College District — East Los Angeles College,Public,CA,,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
Los Angeles Community College District — Los Angeles City College,Public,CA,,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
Los Angeles Community College District — ​Los Angeles Harbor College,Public,CA,,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
​Los Angeles Community College District — Los Angeles Mission College,Public,CA,,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
Los Angeles Community College District — Los Angeles Pierce College,Public,CA,,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
Los Angeles Community College District — Los Angeles ​Southwest College,Public,CA,,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
Los Angeles Community College District — ​Los Angeles Trade-Tech College,Public,CA,,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
Los Angeles Community College District — ​Los Angeles Valley College,Public,CA,,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
Los Angeles Community College District — West Los Angeles College,Public,CA,,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
Louisana State University,Public,LA,https://lsu.edu/coronavirus/messages/email/2020-06-01-phase2.php,Planning for in-person,8/2/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Louisiana College,Private,LA,https://www.lacollege.edu/news/lc-campus-opens-for-fall-semester/,Planning for in-person,,,,,,,,,37885564,1245,34131
Louisiana State University at Baton Rouge,Public,LA,https://www.lsu.edu/coronavirus/messages/email/06-26-academic-calendar.php,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Loyola Marymount University,Private,CA,https://www.lmu.edu/together/communitymessages/fall2020reopening/,Planning for online,,,,,,,,,477552000,9838,56649
Loyola University Chicago,Private,IL,https://www.luc.edu/coronavirus/previousmessages/2020-0713-1fall2020.shtml,Planning for online,,,,,,,,,640303000,17007,40943
Loyola University Maryland,Private,MD,https://www.loyola.edu/about/coronavirus-update/campus-plan,Planning for in-person,,,,,,,,,228151432,5645,43833
Loyola University New Orleans,Private,LA,https://www.loyno.edu/coronavirus,Proposing a hybrid model,,,,,,,,,228164000,4261,62187
Lubbock Christian University,Private,TX,https://lcu.edu/resources/health-and-safety/medical-clinic/coronavirus/,Planning for in-person,,,,,,,,,21257005,1805,13830
Luther College,Private,IA,https://www.luther.edu/headlines/?story_id=910677,Planning for in-person,,,,,,,,,167343647,2005,82680
Lycoming College,Private,PA,https://www.lycoming.edu/health-services/coronavirus-covid-19.aspx#resumptionOfResidentialEducation,Planning for in-person,,,,,,,,,207600000,1142,166080
Lynn University,Private,FL,https://www.lynn.edu/roadmap,Planning for in-person,,,,,,,,,26639336,3093,8283
Lyon College,Private,AR,https://www.lyon.edu/coronavirus,Planning for in-person,,,,,,,,,61076223,655,103695
Macalester College,Private,MN,https://www.macalester.edu/covid-19/covid-19-faq/,Proposing a hybrid model,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,Student Health,,771294000,2174,350748
Madison Area Technical College,Public,WI,https://madisoncollege.edu/covid,Proposing a hybrid model,,,,,,,,,,15250,
Madonna University,Private,MI,https://www.madonna.edu/news/campus-fall-reopening.php,Planning for in-person,,,,,,,,,41180822,3044,17288
Manhattan Area Technical College,Public,KS,https://manhattantech.edu/covid19,Planning for in-person,,,,,,,,,,777,
Manhattan College,Private,NY,https://manhattan.edu/coronavirus-updates/coronavirus-faq.php,Planning for in-person,,,,,,,,,100562380,4232,25772
Manhattanville College,Private,NY,https://www.mville.edu/content/covid-19-information-manhattanville-community,Planning for in-person,,,,,,,,,30838690,2494,13561
Mansfield University,Public,PA,https://www.mansfield.edu/alerts/coronavirus.cfm,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Maranatha Baptist University,Private,WI,https://www.mbu.edu/open,Planning for in-person,,,,,,,,,267062,1035,298
Marietta College,Private,OH,https://www.marietta.edu/article/preparing-for-fall-semester,Planning for in-person,,,,,,,,,84756405,1130,70926
Marist College,Private,NY,https://www.marist.edu/coronavirus-updates#guidelines,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,71167181,6624,11814
Marquette University,Private,WI,https://www.marquette.edu/coronavirus/faq.php,Proposing a hybrid model,8/2/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,668800000,11605,60476
Marshall University,Public,WV,https://www.marshall.edu/ucomm/2020/04/27/university-making-tentative-plans-to-offer-on-campus-classes-for-fall-semester/,Planning for in-person,,,,,,,,,129378559,13204,10877
Mary Baldwin University,Private,VA,https://marybaldwin.edu/news/2020/05/06/mary-baldwin-university-announces-intent-open-residential-campus-fall-20/,Planning for in-person,,,,,,,,,34370618,1902,20643
Marymount Manhattan College,Private,NY,https://www.mmm.edu/offices/dow-zanghi-health-center/updates-regarding-coronavirus-covid-19/,Planning for online,,,,,,,,,20985702,2063,10718
Marymount University,Private,VA,http://www.marymount.edu/marymount.edu/media/Home/Saints-Reunite-Submission-06-12-2020.pdf,Planning for in-person,,,,,,,,,46300321,3418,14921
Maryville College,Private,TN,https://www.maryvillecollege.edu/news/2020/3096/mc-39-cautiously-optimistic-39-for-in-person-instruction-this-fall/,Planning for in-person,,,,,,,,,96710280,1146,77992
Maryville University,Private,MO, https://www.maryville.edu/mpress/maryville-university-announces-fall-plans/,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Marywood University,Private,PA,http://www.marywood.edu/covid19,Proposing a hybrid model,,,,,,,,,41648961,2853,15173
Massachusetts College of Pharmacy and Health Sciences,Private,MA,https://www.mcphs.edu/covid,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Massachusetts Institute of Technology,Private,MA,https://covid19.mit.edu/initial-decisions-about-fall-at-mithttps://,Proposing a hybrid model,7/22/2020,TRUE,Both asymptomatic and symptomatic,TRUE,TRUE,2,,,16400027000,11574,1454419
Massachusetts State Universities,Public,MA,https://www.masslive.com/coronavirus/2020/06/massachusetts-state-universities-says-they-plan-to-return-to-on-campus-classes-this-fall-on-all-nine-campuses.html,,,,,,,,,,#N/A,#N/A,#N/A
Massachusetts State Universities — Bridgewater State University,Public,MA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Massachusetts State Universities — Fitchburg State University,Public,MA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Massachusetts State Universities — Framingham State University,Public,MA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Massachusetts State Universities — Massachusetts College of Art and Design,Public,MA,https://massart.edu/fall-2020-planning,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Massachusetts State Universities — Massachusetts College of Liberal Arts,Public,MA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Massachusetts State Universities — Massachusetts Maritime Academy,Public,MA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Massachusetts State Universities — Salem State University,public,MA,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
